"giliese_catalogue_name";"bayer_flamsteed_designation";"proper_name";"absolute_magnitude";"spectral_type";"colour_index";"x_parsecs";"y_parsecs";"z_parsecs";"constellation";"luminosity"
;;;"-12.440";"M3";"1.574";"-45596.901245";"22631.803270";"86073.945405";"UMa";"8241381.15013003"
;;;"-11.570";"A6V";"0.285";"-73147.307212";"36299.627629";"-57721.819806";"Ant";"3698281.797802674"
;;;"-11.410";"G5IIIwe";"0.894";"-53211.943784";"26390.605146";"80448.896413";"UMa";"3191537.8551007584"
;;;"-9.360";;"0.934";"-54078.969298";"26771.111811";"79741.912769";"UMa";"483058.80203977285"
;;;"-9.350";"G0";"1.054";"-71487.051519";"35264.895934";"60382.021992";"LMi";"478630.092322638"
;;;"-11.770";"K2";"1.143";"-89680.258808";"44219.984925";"1429.724924";"Sex";"4446312.674691084"
;;;"-11.700";"K3III";"1.424";"-81312.224385";"40048.655254";"-42242.483094";"Hya";"4168693.8347033467"
;;;"-11.490";"F3Ib";"0.547";"-43887.367608";"21522.265173";"-87239.274792";"Car";"3435579.47899875"
;;;"-10.950";"K5";"1.330";"-60891.803718";"29812.323926";"73507.915098";"UMa";"2089296.1308540408"
;;;"-12.020";"O9.5V";"-0.043";"-56209.650582";"27516.121496";"-77995.757634";"Vel";"5597576.014951093"
;;;"-12.050";"B1III";"0.114";"-55064.712229";"26902.433835";"-79019.848689";"Vel";"5754399.373371567"
;;;"-12.160";"B1Ia";"0.691";"-48444.683894";"23660.303727";"-84221.746595";"Car";"6367955.209079149"
;;;"-9.520";"G0";"0.421";"-64379.179450";"31437.026057";"69764.135814";"UMa";"559757.6014951104"
;;;"-11.700";"M1/M2III";"1.632";"-64018.630754";"31248.648559";"-70179.319458";"Vel";"4168693.8347033467"
;;;"-9.050";"A8.7";"0.272";"-78063.652845";"38039.434552";"-49588.985909";"Ant";"363078.05477010173"
;;;"-11.480";"G8III/IV";"1.196";"-85150.658475";"41471.167821";"-32085.940861";"Hya";"3404081.8970100093"
;;;"-12.150";"K5";"1.409";"-89869.691340";"43768.296810";"-2788.327932";"Sex";"6309573.444801942"
;;;"-9.600";"F2V";"0.340";"-54886.965813";"26714.697934";"-79206.981373";"Vel";"602559.5860743581"
;;;"-10.650";"G5";"1.070";"-74193.136075";"36102.157428";"56497.900744";"LMi";"1584893.1924611141"
;;;"-11.200";"B8/B9V";"0.058";"-37255.524535";"18067.512297";"-91025.221180";"Car";"2630267.9918953762"
;;;"-11.060";"K3III";"1.422";"-27419.053511";"13275.007638";"-95246.888016";"Car";"2312064.7901755986"
;;;"-11.810";"K0";"1.111";"-81957.190819";"39629.109278";"41382.998573";"Leo";"4613175.7456038"
;;;"-10.860";"K0";"1.096";"-90029.158981";"43458.423388";"-2473.048698";"Sex";"1923091.7289101575"
;;;"-9.950";"K0";"1.382";"-72466.500908";"34976.205194";"-59373.995287";"Ant";"831763.7711026708"
;;;"-11.620";"B8/B9V";"0.005";"-30046.927542";"14491.903668";"-94271.771349";"Car";"3872576.4492161726"
;;;"-9.360";"WN5";"0.490";"-47849.463563";"23070.070531";"-84724.262655";"Car";"483058.80203977285"
;;;"-12.260";"K5";"1.421";"-82838.268037";"39770.729261";"39447.565739";"Leo";"6982324.040771719"
;;;"-11.150";"G8/K0III+..";"0.761";"-63654.872969";"30553.180873";"-70813.560043";"Vel";"2511886.4315095823"
;;;"-11.320";"K3III";"1.429";"-71194.253448";"34130.393706";"-61371.772840";"Ant";"2937649.6519615366"
;;;"-11.630";"M5/M6II/III";"1.424";"-60400.438382";"28953.460404";"-74252.839501";"Vel";"3908408.957924025"
;;;"-9.170";"R...";"1.520";"-20115.291288";"9636.446643";"97480.838054";"Dra";"405508.53544838435"
;;;"-11.960";"K2";"1.551";"-84771.204240";"40542.333642";"34207.632401";"Leo";"5296634.438916592"
;;;"-11.130";"K2/K3III:";"1.315";"-56872.630609";"27196.678008";"-77626.313792";"Vel";"2466039.337234341"
;;;"-11.320";"B8V";"0.028";"-36446.332980";"17427.553991";"-91476.473337";"Car";"2937649.6519615366"
;;;"-12.640";"Am";"0.295";"-29292.746375";"13994.717984";"94583.734875";"UMa";"9908319.448927706"
;;;"-11.970";"K2";"1.100";"-86227.994481";"41129.267748";"29548.541457";"Leo";"5345643.593969724"
;;;"-10.630";"K5III";"1.594";"-77826.755770";"37120.307441";"50646.607604";"LMi";"1555965.631605075"
;;;"-11.310";"K5/M0III:";"1.630";"-63204.042902";"30087.017065";"-71414.426868";"Vel";"2910717.118066608"
;;;"-12.410";"K2/K3III";"1.429";"-55196.652208";"26222.983384";"-79156.078273";"Vel";"8016780.633876789"
;;;"-10.860";"K3III";"1.486";"-70827.584837";"33522.006429";"-62126.711736";"Ant";"1923091.7289101575"
;;;"-13.110";"B5III";"-0.143";"-57271.828009";"26998.087143";"-77401.815351";"Vel";"15275660.582380764"
;;;"-10.860";"K0III";"1.111";"-70091.751831";"32977.209755";"-63242.785850";"Ant";"1923091.7289101575"
;;;"-10.850";"K0";"0.980";"-90048.619154";"42127.809266";"10793.232827";"Sex";"1905460.7179632483"
;;;"-10.940";"K4/K5III:";"1.641";"-74726.769431";"34941.882251";"-56524.108088";"Ant";"2070141.3487910414"
;;;"-12.640";"M2III";"1.619";"-83412.258318";"38978.109756";"-39026.940977";"Hya";"9908319.448927706"
;;;"-11.600";"Ap...";"0.075";"-61681.791589";"28798.241260";"-73253.108375";"Vel";"3801893.9632056127"
;;;"-9.260";"DAe";"-0.098";"-89577.962040";"41797.691556";"-15124.208983";"Sex";"440554.86350655346"
;;;"-12.790";"B0.5Ib";"0.153";"-55066.691429";"25620.804515";"-79443.274549";"Vel";"11376272.858234333"
;;;"-8.100";"Gp";;"-62484.900247";"29043.873118";"-72471.309326";"Vel";"151356.12484362072"
;;;"-11.160";"K2";"1.214";"-89873.817312";"41757.424898";"13379.627334";"Leo";"2535128.6304979073"
;;;"-11.200";"K2V";"1.593";"-78917.875516";"36557.202611";"49351.189057";"LMi";"2630267.9918953762"
;;;"-11.610";"F5Ib/II";"1.080";"-51637.941926";"23891.835824";"-82235.655989";"Vel";"3837072.454922792"
;;;"-12.240";"A1II";"0.350";"-50107.015528";"23155.287667";"-83385.368308";"Vel";"6854882.2645266205"
;;;"-11.490";"G6III";"0.583";"-29320.657841";"13521.599647";"-94643.887107";"Car";"3435579.47899875"
;;;"-11.130";"K0";"1.055";"-68333.193663";"31462.389535";"65883.933463";"UMa";"2466039.337234341"
;;;"-9.650";"M7IIIe";"1.500";"-74605.233411";"34333.569616";"-57054.930945";"Ant";"630957.3444801943"
;;;"-10.410";"K0";"0.985";"-66621.488834";"30625.408580";"67997.511534";"UMa";"1270574.105208542"
;;;"-12.000";"A1IV";"0.042";"-64766.097971";"29760.357162";"-70140.385622";"Vel";"5495408.738576259"
;;;"-11.160";"F8/G0Ib";"0.909";"-43958.678713";"20176.235578";"-87524.591330";"Car";"2535128.6304979073"
;;;"-11.820";"B8V";"-0.115";"-55939.853102";"25614.159502";"-78833.036652";"Vel";"4655860.9352296"
;;;"-9.960";"G5";"1.044";"-73078.005194";"33409.644244";"59526.471660";"LMi";"839459.9865193982"
;;;"-10.010";"G5";"0.961";"-90846.520188";"41531.194158";"-4697.837975";"Sex";"879022.5168308843"
;;;"-11.200";"M...";"1.522";"-90691.812918";"41458.095190";"7498.093941";"Sex";"2630267.9918953762"
;;;"-10.020";;"-0.130";"-87634.437319";"40036.890273";"26781.576002";"Leo";"887156.0120379617"
;;;"-8.510";;"3.500";"-60960.446064";"27675.398088";"-74282.544090";"Vel";"220800.47330189013"
;;;"-10.870";"K5";"1.315";"-89747.056463";"40695.874246";"17009.164459";"Leo";"1940885.8775927792"
;;;"-11.190";"G5";"0.934";"-29287.440542";"13211.699003";"94697.924137";"UMa";"2606153.5499988976"
;;;"-11.320";"K2";"1.005";"-89413.766639";"40280.317884";"-19562.063453";"Sex";"2937649.6519615366"
;;;"-9.410";"G0";"0.692";"-62148.910204";"27897.220983";"73206.953370";"UMa";"505824.66200311476"
;;;"-9.240";"Gp";;"-72472.182905";"32509.759729";"-60752.763126";"Ant";"432513.8310350088"
;;;"-11.830";"K5III";"1.639";"-30128.529329";"13471.776669";"-94396.943563";"Car";"4698941.086052161"
;;;"-11.890";"F8/G0Iab/Ib";"0.783";"-43467.550026";"19422.263376";"-87939.455196";"Car";"4965923.214503378"
;;;"-10.300";"K2";"1.442";"-54914.435108";"24492.217883";"79903.292046";"UMa";"1148153.6214968842"
;;;"-11.410";"K0/K1III";"1.275";"-38883.773899";"17288.558836";"-90493.965880";"Car";"3191537.8551007584"
;;;"-9.830";"M4";"1.298";"-57359.266632";"25297.827380";"77909.784118";"UMa";"744731.9739059889"
;;;"-12.020";"K4/K5III";"1.539";"-82947.593626";"36570.078142";"-42217.604106";"Hya";"5597576.014951093"
;;;"-10.850";"K4/K5";"1.720";"-17259.498412";"7604.343465";"-98205.313884";"Cha";"1905460.7179632483"
;;;"-10.290";"K0";"1.253";"-90275.049646";"39647.650393";"16687.696956";"Leo";"1137627.2858234309"
;;;"-12.160";"F8Iab:";"1.083";"-49782.292345";"21860.238164";"-83927.667407";"Vel";"6367955.209079149"
;;;"-9.250";"Gp";"0.658";"-74179.838770";"32540.832679";"-58638.261644";"Ant";"436515.83224016655"
;;;"-12.120";"A0IV";"0.022";"-55667.646334";"24413.233171";"-79404.705136";"Vel";"6137620.051647945"
;;;"-11.930";"B9/B9.5III";"-0.024";"-44673.701249";"19480.528170";"-87319.925784";"Car";"5152286.445817572"
;;;"-11.670";"K5";"1.501";"-91040.809762";"39610.310534";"11941.283737";"Leo";"4055085.3544838433"
;;;"-10.530";"B9III/IV";"-0.026";"-49831.664906";"21558.014730";"-83976.527516";"Vel";"1419057.5216890925"
;;;"-10.320";"WN+...";"0.395";"-47771.498587";"20642.028060";"-85391.982512";"Car";"1169499.3910198724"
;;;"-9.150";"M8";"1.221";"-42605.186741";"18409.119496";"88577.098520";"UMa";"398107.17055349774"
;;;"-11.600";"M3III";"1.579";"-75477.218413";"32592.396059";"-56929.124530";"Ant";"3801893.9632056127"
;;;"-10.000";"F8";"0.450";"-51572.707023";"22268.100949";"82730.813911";"UMa";"870963.5899560815"
;;;"-11.190";"F5";"0.340";"-80806.928030";"34810.953843";"47523.024682";"LMi";"2606153.5499988976"
;;;"-11.490";"B9V";"0.074";"-57288.079856";"24675.543085";"-78161.329825";"Vel";"3435579.47899875"
;;;"-10.480";"G0";"0.836";"-46384.479517";"19964.810570";"-86312.724432";"Car";"1355189.4123510378"
;;;"-12.930";"B3Ia";"0.468";"-49215.082611";"21162.873863";"-84439.377125";"Car";"12941958.41449989"
;;;"-9.960";"K0";;"-73908.033330";"31780.748618";"-59393.489766";"Ant";"839459.9865193982"
;;;"-11.480";"B8V";"-0.011";"-31597.644755";"13585.381649";"-93899.021568";"Car";"3404081.8970100093"
;;;"-12.180";"M4III";"1.486";"-73194.648548";"31383.747792";"-60478.126611";"Ant";"6486344.335482401"
;;;"-10.690";"G8";"1.043";"-74149.996233";"31716.979611";"-59125.385945";"Ant";"1644371.7232149323"
;;;"-11.720";"K5";"1.504";"-91740.888359";"39224.453632";"6712.051878";"Sex";"4246195.63946313"
;;;"-15.350";"A6Ia";"0.474";"-49216.266252";"21041.305288";"-84469.063012";"Car";"120226443.46174131"
;;;"-11.790";"K2";"1.484";"-91518.009715";"38796.827685";"10920.625414";"Sex";"4528975.799036213"
;;;"-10.640";"B9V";"0.010";"-50744.495079";"21511.708118";"-83440.054128";"Vel";"1570362.8043335548"
;;;"-11.360";"G5";"1.035";"-46950.742924";"19861.556255";"-86029.915284";"Car";"3047894.9896279895"
;;;"-10.570";"M";"1.547";"-82399.850913";"34719.465558";"-44775.252994";"Hya";"1472312.5024327193"
;;;"-11.220";"B6";"-0.040";"-42438.343663";"17845.008398";"-88772.420618";"Car";"2679168.3248190368"
;;;"-11.810";"K4III";"1.557";"-85357.239055";"35777.393417";"-37869.775033";"Hya";"4613175.7456038"
;;;"-10.140";"M7III";"1.117";"-84905.775414";"35447.075457";"39172.875090";"Leo";"990831.9448927686"
;;;"-9.940";"A0";"0.222";"-30431.038511";"12700.539611";"94406.822787";"UMa";"824138.115013003"
;;;"-11.300";"K3III";"1.367";"-32155.770946";"13413.824386";"-93734.069101";"Car";"2884031.503126606"
;;;"-10.980";"K0";"0.955";"-46093.335303";"19180.461590";"86645.913545";"UMa";"2147830.4741305374"
;;;"-10.680";;"0.557";"-92142.117021";"38253.143616";"-6821.090417";"Sex";"1629296.0326397214"
;;;"-9.800";"F8";"0.571";"-89145.807917";"36984.421369";"26175.895533";"Leo";"724435.9600749906"
;;;"-10.550";"K2";"1.130";"-91533.016517";"37854.039450";"13739.671926";"Leo";"1445439.770745928"
;;;"-9.060";"M0";"1.555";"-92418.986511";"38189.902955";"-512.098180";"Sex";"366437.5746478333"
;;;"-12.650";"K5";"1.641";"-90838.719321";"37372.440910";"-18751.739458";"Sex";"10000000"
;;;"-9.240";"F5";"0.465";"-24137.951980";"9886.447437";"96538.165672";"Dra";"432513.8310350088"
;;;"-11.770";"K0";"1.326";"-59879.000808";"24522.146800";"76244.144553";"UMa";"4446312.674691084"
;;;"-9.380";"K0";"0.838";"-92001.375729";"37465.398289";"11493.075964";"Leo";"492039.5356814511"
;;;"-12.110";"K5";"1.494";"-91547.238700";"37107.634850";"-15560.415235";"Sex";"6081350.012787188"
;;;"-12.510";"O9.5Iab-Ib";"0.215";"-40720.366090";"16484.502276";"-89833.807248";"Car";"8790225.168308843"
;;;"-7.650";"Fp";;"-69832.541421";"28085.262668";"-65837.938755";"Vel";"100000"
;;;"-10.900";"K1III";"1.053";"-58848.357591";"23662.141113";"-77310.891126";"Vel";"1995262.3149688828"
;;;"-11.240";"K2";"1.410";"-62647.122913";"25155.639711";"73773.516804";"UMa";"2728977.7828080403"
;;;"-12.200";"G8II/III";"0.995";"-67204.760033";"26887.783426";"-68996.864649";"Vel";"6606934.480075951"
;;;"-14.020";"A2Iab";"0.290";"-48282.384199";"19312.353278";"-85415.715210";"Car";"35318316.979195625"
;"47Rho Leo";;"-16.160";"B1Ib SB";"-0.148";"-91628.219948";"36643.480970";"16171.724913";"Leo";"253512863.0497907"
;;;"-12.490";"M0/M1III";"1.640";"-83021.971635";"33183.577250";"-44790.651109";"Hya";"8629785.477669703"
;;;"-11.160";"G5";"0.800";"-75720.603934";"30226.221840";"57903.071189";"LMi";"2535128.6304979073"
;;;"-11.040";"M1III:";"1.563";"-83861.141322";"33377.096819";"-43049.719908";"Hya";"2269864.851883821"
;;;"-12.680";"A1V";"0.040";"-52793.145383";"20988.052547";"-82294.504379";"Vel";"10280162.981264746"
;;;"-13.910";"B7Ia";"0.325";"-48993.708121";"19441.728903";"-84980.208016";"Car";"31915378.551007584"
;;;"-11.150";"O9Vp...";"-0.005";"-46301.511236";"18354.274722";"-86713.843193";"Car";"2511886.4315095823"
;;;"-9.200";"F8";"0.397";"-44868.199274";"17695.899514";"87599.656588";"UMa";"416869.3834703355"
;;;"-10.950";"G8/K0III";"0.930";"-76225.978181";"30053.515586";"-57327.013278";"Ant";"2089296.1308540408"
;;;"-8.220";"Fp";;"-66922.614289";"26350.262052";"-69476.811862";"Vel";"169044.09316432665"
;;;"-9.120";;"0.561";"-25906.556516";"10187.013848";"96047.254402";"Dra";"387257.6449216173"
;;;"-11.530";"K0";"1.173";"-43113.045379";"16952.007443";"88622.202421";"UMa";"3564511.334262439"
;;;"-11.020";"K5";"1.460";"-91864.827307";"36066.564688";"-16126.264774";"Sex";"2228435.149270303"
;;;"-10.590";"M0";"1.412";"-86358.289001";"33732.404055";"-37474.936123";"Hya";"1499684.835502374"
;;;"-11.480";"K4III:";"1.548";"-69119.668926";"26993.704554";"-67035.895474";"Vel";"3404081.8970100093"
;;;"-10.300";"K0";"1.029";"-78014.781996";"30426.253806";"54662.024016";"LMi";"1148153.6214968842"
;;;"-11.890";"O7";"-0.038";"-49154.729205";"19170.262583";"-84948.888177";"Car";"4965923.214503378"
;;;"-11.780";"K0";"1.089";"-92261.458161";"35930.724694";"14028.769052";"Leo";"4487453.899331323"
;;;"-11.070";"K2";"1.432";"-76083.949308";"29613.575779";"-57743.127620";"Ant";"2333458.0622810046"
;;;"-9.860";"M2e-M5e";"1.598";"-93188.693979";"36269.955874";"-598.003608";"Sex";"765596.6069112569"
;;;"-10.840";"K2";"1.264";"-44096.170484";"17148.064117";"88099.214785";"UMa";"1887991.3490962926"
;;;"-10.390";"F8";"0.545";"-64293.898181";"24922.826640";"72423.389655";"UMa";"1247383.5142429431"
;;;"-10.990";"K0";"1.135";"-87420.760787";"33813.893995";"-34845.819783";"Hya";"2167704.1048196964"
;;;"-10.500";"A0/A1IV/V";"0.090";"-57448.101484";"22191.677314";"-78786.071700";"Vel";"1380384.2646028867"
;;;"-11.060";"B8V";"0.023";"-40470.332538";"15621.090138";"-90100.686607";"Car";"2312064.7901755986"
;;;"-13.320";"B0.5Ib";"0.042";"-49180.660430";"18952.558629";"-84982.722647";"Car";"18535316.234148145"
;;;"-13.480";"B0Ia";"0.009";"-49147.254043";"18909.681492";"-85011.595459";"Car";"21478304.741305333"
;;;"-12.250";"M1II";"1.871";"-49678.070203";"19020.024780";"-84677.788958";"Car";"6918309.709189377"
;;;"-10.680";"G0";"0.890";"-45265.441771";"17308.487535";"-87472.601657";"Car";"1629296.0326397214"
;;;"-11.340";"K0";"1.405";"-89809.009207";"34224.001298";"27623.533453";"Leo";"2992264.636608183"
;;;"-12.450";"B5V:";"-0.094";"-47901.254459";"18228.264798";"-85867.340612";"Car";"8317637.711026692"
;;;"-10.350";"F5";"0.451";"-74306.303631";"28256.726629";"60664.080319";"LMi";"1202264.4346174132"
;;;"-11.490";"K0";"1.244";"-92295.349640";"34873.875011";"16290.527206";"Leo";"3435579.47899875"
;;;"-10.190";"K0";"1.068";"-91912.975139";"34649.235071";"18746.613296";"Leo";"1037528.4158180127"
;;;"-14.530";"A0Ia";"0.500";"-48571.661039";"18292.903967";"-85476.098367";"Car";"56493697.48123022"
;;;"-11.290";"K3III";"1.564";"-79672.506355";"30005.852206";"52458.941703";"LMi";"2857590.5433749496"
;;;"-9.090";"F8";"0.551";"-93338.389359";"35080.283504";"7570.916803";"Sex";"376703.7989839093"
;;;"-11.030";"A0";"-0.055";"-86801.738292";"32452.454981";"37580.532130";"Leo";"2249054.605835783"
;;;"-12.420";"A3II";"0.380";"-42450.749892";"15849.858922";"-89144.353751";"Car";"8090958.991783829"
;;;"-12.020";"M3III";"1.588";"-46063.144457";"17195.137746";"-87077.631804";"Car";"5597576.014951093"
;;;"-12.380";"B9II/III";"0.100";"-48050.143898";"17783.578860";"-85877.400953";"Car";"7798301.105232594"
;;;"-11.710";"K5";"1.614";"-92830.726131";"34319.263519";"-14305.398891";"Sex";"4207266.283844455"
;;;"-11.210";"K0";"0.892";"-92337.707057";"34104.638990";"-17624.456159";"Sex";"2654605.561975547"
;;;"-10.030";"Bp";"-0.179";"-92363.887503";"34111.214344";"17473.904576";"Leo";"895364.7655495937"
;;;"-11.670";"B...";"0.273";"-48582.735295";"17911.460007";"-85550.554829";"Car";"4055085.3544838433"
;;;"-10.940";"G2/G3Ib/II";"1.081";"-45290.580600";"16632.545968";"-87590.648608";"Car";"2070141.3487910414"
;;;"-11.430";"K0III";"1.351";"-82319.766073";"30161.881826";"48101.112236";"LMi";"3250872.973854347"
;;;"-11.120";"K0";"1.260";"-93827.218014";"34346.527854";"-4095.019443";"Sex";"2443430.5526939714"
;;;"-11.740";"K3III";"1.335";"-71980.710137";"26337.127071";"-64227.199112";"Ant";"4325138.310350088"
;;;"-11.580";"O9:";"-0.052";"-50512.161696";"18481.211428";"-84302.824930";"Car";"3732501.5779572064"
;;;"-10.530";"G8III";"1.201";"-80577.068016";"29465.184482";"51372.551167";"LMi";"1419057.5216890925"
;;;"-12.880";"K0II/III";"1.069";"-86756.692261";"31702.247083";"-38317.670568";"Hya";"12359474.334445119"
;;;"-10.520";"O9.5III";"0.100";"-45667.438336";"16675.591883";"-87386.552988";"Car";"1406047.524129913"
;;;"-11.890";"B4V";"-0.060";"-52162.832725";"19003.523423";"-83173.944115";"Vel";"4965923.214503378"
;;;"-10.480";"K2";"1.075";"-47064.989901";"17101.104272";"86558.875677";"UMa";"1355189.4123510378"
;;;"-9.660";"F0";"0.327";"-42845.574159";"15562.773027";"89005.937278";"UMa";"636795.5209079162"
;;;"-12.260";"K4III+...";"1.339";"-73664.135478";"26735.968576";"62119.104737";"LMi";"6982324.040771719"
;;;"-9.810";"G5";"1.239";"-93451.119302";"33913.650956";"10805.210782";"Sex";"731139.0834834187"
;;;"-12.270";"K2";"1.319";"-93367.853643";"33863.078210";"-11650.572535";"Sex";"7046930.689671452"
;;;"-10.160";"Kp";"1.580";"-72093.412674";"26116.528739";"-64190.862089";"Ant";"1009252.8860766855"
;;;"-11.380";"K5";"1.236";"-93800.863187";"33940.567673";"7031.069012";"Sex";"3104559.588128362"
;;;"-10.510";"M5";"1.305";"-51894.856087";"18686.931572";"83412.963621";"UMa";"1393156.8029453035"
;;;"-13.100";"A2Ia";"0.947";"-49955.349374";"17964.297776";"-84745.189093";"Car";"15135612.484362071"
;;;"-11.190";"B9V";"0.135";"-25909.158839";"9305.447681";"-96135.966900";"Car";"2606153.5499988976"
;;;"-12.150";"M2III";"1.748";"-27075.741640";"9708.894408";"-95773.908681";"Car";"6309573.444801942"
;;;"-11.940";"M...";"1.601";"-77409.843481";"27727.844038";"56911.183412";"LMi";"5199959.965335162"
;;;"-10.460";"K5";"1.512";"-44332.314659";"15872.637529";"88219.642114";"UMa";"1330454.4179780928"
;;;"-13.650";"WN7 + A(SB1)";"0.088";"-47539.358406";"17000.044497";"-86319.221200";"Car";"25118864.315095823"
;;;"-10.980";"WC...";"0.267";"-48843.614620";"17383.124813";"-85510.983403";"Car";"2147830.4741305374"
;;;"-11.330";"M0";"1.509";"-91847.640391";"32661.801654";"22298.378134";"Leo";"2964831.3895243453"
;;;"-11.090";"A0V";"0.069";"-54314.229163";"19313.342000";"-81712.663225";"Vel";"2376840.286624878"
;;;"-10.420";"K0";"1.179";"-85825.449738";"30515.392744";"41265.033418";"LMi";"1282330.582656023"
;;;"-10.350";"A0V";"0.010";"-65011.280782";"23063.483870";"-72398.957747";"Vel";"1202264.4346174132"
;;;"-10.100";"K0";"0.957";"-58470.535182";"20611.655876";"78462.450622";"UMa";"954992.5860214368"
;;;"-8.400";"Gp";"0.970";"-74777.413659";"26252.630565";"-60984.734113";"Ant";"199526.2314968883"
;;;"-14.640";"B2.5Ia";"0.213";"-48295.203265";"16942.054838";"-85910.069932";"Car";"62517269.27756874"
;;;"-11.120";"K0";"0.897";"-90194.809040";"31589.174602";"29445.211328";"Leo";"2443430.5526939714"
;;;"-11.210";"B1II";"0.349";"-49586.430169";"17353.960516";"-85088.342334";"Car";"2654605.561975547"
;;;"-12.610";"K5";"1.543";"-52934.070952";"18510.327712";"82797.052486";"UMa";"9638290.236239724"
;;;"-11.640";"K5";"1.584";"-94137.389815";"32849.701570";"-7684.331172";"Sex";"3944573.0207527927"
;;;"-11.400";"F7Ib";"0.726";"-49830.773090";"17377.432816";"-84940.678606";"Car";"3162277.6601683795"
;;;"-11.620";"O9V";"-0.064";"-46935.334843";"16331.830558";"-86777.563973";"Car";"3872576.4492161726"
